,title,conference,year,authors,abstract,pdf_path,pdf_url,code_url,relevant,tran_flag
74,Learning Transformations To Reduce the Geometric Shift in Object Detection,CVPR,2023,"Vidit Vidit, Martin Engilberge, Mathieu Salzmann","The performance of modern object detectors drops when the test distribution differs from the training one. Most of the methods that address this focus on object appearance changes caused by, e.g., different illumination conditions, or gaps between synthetic and real images. Here, by contrast, we tackle geometric shifts emerging from variations in the image capture process, or due to the constraints of the environment causing differences in the apparent geometry of the content itself. We introduce a self-training approach that learns a set of geometric transformations to minimize these shifts without leveraging any labeled data in the new domain, nor any information about the cameras. We evaluate our method on two different shifts, i.e., a camera's field of view (FoV) change and a viewpoint change. Our results evidence that learning geometric transformations helps detectors to perform better in the target domains.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Vidit_Learning_Transformations_To_Reduce_the_Geometric_Shift_in_Object_Detection_CVPR_2023_paper.pdf,,3,现代目标检测器的性能会因为测试分布与训练分布不同而下降。大多数解决这个问题的方法都集中在处理由于物体外观变化引起的问题，例如不同的照明条件或合成图像与真实图像之间的差距。相比之下，我们处理由于图像捕获过程中的变化或环境约束引起的几何变换。我们引入了一种自我训练方法，学习一组几何变换，以最小化这些变换，而不需要利用新域中的任何标记数据或相机信息。我们在两种不同的变换，即摄像机视野（FoV）变化和视角变化上评估了我们的方法。我们的结果表明，学习几何变换有助于检测器在目标域中表现更好。
3,Visual Recognition by Request,CVPR,2023,"Chufeng Tang, Lingxi Xie, Xiaopeng Zhang, Xiaolin Hu, Qi Tian","Humans have the ability of recognizing visual semantics in an unlimited granularity, but existing visual recognition algorithms cannot achieve this goal. In this paper, we establish a new paradigm named visual recognition by request (ViRReq) to bridge the gap. The key lies in decomposing visual recognition into atomic tasks named requests and leveraging a knowledge base, a hierarchical and text-based dictionary, to assist task definition. ViRReq allows for (i) learning complicated whole-part hierarchies from highly incomplete annotations and (ii) inserting new concepts with minimal efforts. We also establish a solid baseline by integrating language-driven recognition into recent semantic and instance segmentation methods, and demonstrate its flexible recognition ability on CPP and ADE20K, two datasets with hierarchical whole-part annotations.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Tang_Visual_Recognition_by_Request_CVPR_2023_paper.pdf,,3,本文提出了一种名为“请求驱动的视觉识别”（ViRReq）的新范式，旨在弥合现有视觉识别算法无法实现无限粒度识别的差距。该方法将视觉识别分解为原子任务，即请求，并利用知识库（一种层次化的基于文本的字典）来辅助任务定义。ViRReq 允许从高度不完整的注释中学习复杂的整体-部分层次结构，并以最小的努力插入新概念。本文还将语言驱动的识别与最近的语义和实例分割方法相结合，建立了一个坚实的基线，并在具有层次化整体-部分注释的 CPP 和 ADE20K 两个数据集上展示了其灵活的识别能力。
5,SimpSON: Simplifying Photo Cleanup With Single-Click Distracting Object Segmentation Network,CVPR,2023,"Chuong Huynh, Yuqian Zhou, Zhe Lin, Connelly Barnes, Eli Shechtman, Sohrab Amirghodsi, Abhinav Shrivastava","In photo editing, it is common practice to remove visual distractions to improve the overall image quality and highlight the primary subject. However, manually selecting and removing these small and dense distracting regions can be a laborious and time-consuming task. In this paper, we propose an interactive distractor selection method that is optimized to achieve the task with just a single click. Our method surpasses the precision and recall achieved by the traditional method of running panoptic segmentation and then selecting the segments containing the clicks. We also showcase how a transformer-based module can be used to identify more distracting regions similar to the user's click position. Our experiments demonstrate that the model can effectively and accurately segment unknown distracting objects interactively and in groups. By significantly simplifying the photo cleaning and retouching process, our proposed model provides inspiration for exploring rare object segmentation and group selection with a single click.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Huynh_SimpSON_Simplifying_Photo_Cleanup_With_Single-Click_Distracting_Object_Segmentation_Network_CVPR_2023_paper.pdf,,3,本文提出了一种交互式干扰物选择方法，旨在通过单击实现任务。该方法优于传统的全景分割方法，并展示了如何使用基于转换器的模块识别更多类似于用户点击位置的干扰区域。实验表明，该模型可以有效地和准确地交互式地分割未知的干扰物体，并且可以简化照片清理和修饰过程，为探索单击实现稀有对象分割和组选择提供了启示。
9,"M6Doc: A Large-Scale Multi-Format, Multi-Type, Multi-Layout, Multi-Language, Multi-Annotation Category Dataset for Modern Document Layout Analysis",CVPR,2023,"Hiuyi Cheng, Peirong Zhang, Sihang Wu, Jiaxin Zhang, Qiyuan Zhu, Zecheng Xie, Jing Li, Kai Ding, Lianwen Jin","Document layout analysis is a crucial prerequisite for document understanding, including document retrieval and conversion. Most public datasets currently contain only PDF documents and lack realistic documents. Models trained on these datasets may not generalize well to real-world scenarios. Therefore, this paper introduces a large and diverse document layout analysis dataset called M^6-Doc. The M^6 designation represents six properties: (1) Multi-Format (including scanned, photographed, and PDF documents); (2) Multi-Type (such as scientific articles, textbooks, books, test papers, magazines, newspapers, and notes); (3) Multi-Layout (rectangular, Manhattan, non-Manhattan, and multi-column Manhattan); (4) Multi-Language (Chinese and English); (5) Multi-Annotation Category (74 types of annotation labels with 237,116 annotation instances in 9,080 manually annotated pages); and (6) Modern documents. Additionally, we propose a transformer-based document layout analysis method called TransDLANet, which leverages an adaptive element matching mechanism that enables query embedding to better match ground truth to improve recall, and constructs a segmentation branch for more precise document image instance segmentation. We conduct a comprehensive evaluation of M^6-Doc with various layout analysis methods and demonstrate its effectiveness. TransDLANet achieves state-of-the-art performance on M^6-Doc with 64.5% mAP. The M^6-Doc dataset will be available at https://github.com/HCIILAB/M6Doc.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Cheng_M6Doc_A_Large-Scale_Multi-Format_Multi-Type_Multi-Layout_Multi-Language_Multi-Annotation_Category_Dataset_CVPR_2023_paper.pdf,https://github.com/HCIILAB/M6Doc,3,"本文介绍了一个名为M^6-Doc的大型多样化文档布局分析数据集，其中M^6代表六个属性：多格式（包括扫描、拍照和PDF文档）、多类型（如科学文章、教科书、书籍、试卷、杂志、报纸和笔记）、多布局（矩形、曼哈顿、非曼哈顿和多列曼哈顿）、多语言（中文和英文）、多注释类别（74种注释标签，涵盖9,080个手动注释页面中的237,116个注释实例）和现代文档。此外，我们提出了一种基于Transformer的文档布局分析方法TransDLANet，它利用自适应元素匹配机制，使查询嵌入更好地匹配基准真实值以提高召回率，并构建了一个分割分支，以实现更精确的文档图像实例分割。我们使用各种布局分析方法对M^6-Doc进行了全面评估，并"
16,Freestyle Layout-to-Image Synthesis,CVPR,2023,"Han Xue, Zhiwu Huang, Qianru Sun, Li Song, Wenjun Zhang","Typical layout-to-image synthesis (LIS) models generate images for a closed set of semantic classes, e.g., 182 common objects in COCO-Stuff. In this work, we explore the freestyle capability of the model, i.e., how far can it generate unseen semantics (e.g., classes, attributes, and styles) onto a given layout, and call the task Freestyle LIS (FLIS). Thanks to the development of large-scale pre-trained language-image models, a number of discriminative models (e.g., image classification and object detection) trained on limited base classes are empowered with the ability of unseen class prediction. Inspired by this, we opt to leverage large-scale pre-trained text-to-image diffusion models to achieve the generation of unseen semantics. The key challenge of FLIS is how to enable the diffusion model to synthesize images from a specific layout which very likely violates its pre-learned knowledge, e.g., the model never sees ""a unicorn sitting on a bench"" during its pre-training. To this end, we introduce a new module called Rectified Cross-Attention (RCA) that can be conveniently plugged in the diffusion model to integrate semantic masks. This ""plug-in"" is applied in each cross-attention layer of the model to rectify the attention maps between image and text tokens. The key idea of RCA is to enforce each text token to act on the pixels in a specified region, allowing us to freely put a wide variety of semantics from pre-trained knowledge (which is general) onto the given layout (which is specific). Extensive experiments show that the proposed diffusion network produces realistic and freestyle layout-to-image generation results with diverse text inputs, which has a high potential to spawn a bunch of interesting applications. Code is available at https://github.com/essunny310/FreestyleNet.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Xue_Freestyle_Layout-to-Image_Synthesis_CVPR_2023_paper.pdf,https://github.com/essunny310/FreestyleNet,3,本文研究了布局到图像合成（LIS）模型的自由风格能力，即它能够在给定布局上生成未见过的语义（例如类别、属性和风格）的能力，并称之为自由风格LIS（FLIS）。通过利用大规模预训练的文本到图像扩散模型，本文实现了未见语义的生成。FLIS的关键挑战是如何使扩散模型能够从特定布局合成图像，而这很可能违反了其预先学习的知识。为此，本文引入了一种新的模块，称为矫正交叉注意力（RCA），可以方便地插入扩散模型中以集成语义掩码。RCA应用于模型的每个交叉注意力层中，以矫正图像和文本令牌之间的注意力映射。RCA的关键思想是强制每个文本令牌作用于指定区域的像素，使我们能
17,Mobile User Interface Element Detection via Adaptively Prompt Tuning,CVPR,2023,"Zhangxuan Gu, Zhuoer Xu, Haoxing Chen, Jun Lan, Changhua Meng, Weiqiang Wang","Recent object detection approaches rely on pretrained vision-language models for image-text alignment. However, they fail to detect the Mobile User Interface (MUI) element since it contains additional OCR information, which describes its content and function but is often ignored. In this paper, we develop a new MUI element detection dataset named MUI-zh and propose an Adaptively Prompt Tuning (APT) module to take advantage of discriminating OCR information. APT is a lightweight and effective module to jointly optimize category prompts across different modalities. For every element, APT uniformly encodes its visual features and OCR descriptions to dynamically adjust the representation of frozen category prompts. We evaluate the effectiveness of our plug-and-play APT upon several existing CLIP-based detectors for both standard and open-vocabulary MUI element detection. Extensive experiments show that our method achieves considerable improvements on two datasets. The datasets is available at github.com/antmachineintelligence/MUI-zh.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Gu_Mobile_User_Interface_Element_Detection_via_Adaptively_Prompt_Tuning_CVPR_2023_paper.pdf,,3,本文介绍了一种新的 Mobile User Interface (MUI) 元素检测数据集 MUI-zh，并提出了一种自适应提示调整 (APT) 模块，以利用区分 OCR 信息。APT 是一种轻量级且有效的模块，可联合优化不同模态的类别提示。对于每个元素，APT 均匀编码其视觉特征和 OCR 描述，以动态调整冻结类别提示的表示。作者在多个现有的基于 CLIP 的检测器上评估了我们的即插即用 APT，用于标准和开放词汇 MUI 元素检测。广泛的实验表明，我们的方法在两个数据集上取得了相当大的改进。该数据集可在 github.com/antmachineintelligence/MUI-zh 上获得。
26,Multi-View Adversarial Discriminator: Mine the Non-Causal Factors for Object Detection in Unseen Domains,CVPR,2023,"Mingjun Xu, Lingyun Qin, Weijie Chen, Shiliang Pu, Lei Zhang","Domain shift degrades the performance of object detection models in practical applications. To alleviate the influence of domain shift, plenty of previous work try to decouple and learn the domain-invariant (common) features from source domains via domain adversarial learning (DAL). However, inspired by causal mechanisms, we find that previous methods ignore the implicit insignificant non-causal factors hidden in the common features. This is mainly due to the single-view nature of DAL. In this work, we present an idea to remove non-causal factors from common features by multi-view adversarial training on source domains, because we observe that such insignificant non-causal factors may still be significant in other latent spaces (views) due to the multi-mode structure of data. To summarize, we propose a Multi-view Adversarial Discriminator (MAD) based domain generalization model, consisting of a Spurious Correlations Generator (SCG) that increases the diversity of source domain by random augmentation and a Multi-View Domain Classifier (MVDC) that maps features to multiple latent spaces, such that the non-causal factors are removed and the domain-invariant features are purified. Extensive experiments on six benchmarks show our MAD obtains state-of-the-art performance.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Xu_Multi-View_Adversarial_Discriminator_Mine_the_Non-Causal_Factors_for_Object_Detection_CVPR_2023_paper.pdf,,3,本文研究了领域偏移对目标检测模型在实际应用中的性能影响。为了缓解领域偏移的影响，之前的研究尝试通过领域对抗学习（DAL）从源域中解耦并学习领域不变（共同）特征。然而，受因果机制的启发，我们发现之前的方法忽略了隐藏在共同特征中的隐含的不重要的非因果因素。这主要是由于DAL的单视图性质。本文提出了一种通过源域的多视图对抗训练来消除共同特征中的非因果因素的想法，因为我们观察到这种不重要的非因果因素可能仍然在其他潜在空间（视图）中具有重要性，这是由于数据的多模态结构。总之，我们提出了一种基于多视图对抗鉴别器（MAD）的领域泛化模型
30,Benchmarking Self-Supervised Learning on Diverse Pathology Datasets,CVPR,2023,"Mingu Kang, Heon Song, Seonwook Park, Donggeun Yoo, Sérgio Pereira","Computational pathology can lead to saving human lives, but models are annotation hungry and pathology images are notoriously expensive to annotate. Self-supervised learning has shown to be an effective method for utilizing unlabeled data, and its application to pathology could greatly benefit its downstream tasks. Yet, there are no principled studies that compare SSL methods and discuss how to adapt them for pathology. To address this need, we execute the largest-scale study of SSL pre-training on pathology image data, to date. Our study is conducted using 4 representative SSL methods on diverse downstream tasks. We establish that large-scale domain-aligned pre-training in pathology consistently out-performs ImageNet pre-training in standard SSL settings such as linear and fine-tuning evaluations, as well as in low-label regimes. Moreover, we propose a set of domain-specific techniques that we experimentally show leads to a performance boost. Lastly, for the first time, we apply SSL to the challenging task of nuclei instance segmentation and show large and consistent performance improvements under diverse settings.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Kang_Benchmarking_Self-Supervised_Learning_on_Diverse_Pathology_Datasets_CVPR_2023_paper.pdf,,3,计算机病理学可以拯救人类生命，但模型需要大量注释，而病理图像的注释费用昂贵。自监督学习已被证明是利用未标记数据的有效方法，其在病理学中的应用可以极大地有益于其下游任务。然而，目前没有原则性的研究比较自监督学习方法，并讨论如何将其应用于病理学。为了解决这个问题，我们进行了迄今为止规模最大的自监督学习预训练病理图像数据的研究。我们使用4种代表性的自监督学习方法进行研究，并在不同的下游任务中进行了评估。我们确定，在病理学中进行大规模的领域对齐预训练始终优于在标准自监督学习设置中进行的ImageNet预训练，如线性和微调评估，以及在低标签制度下。此外，我们
31,Panoptic Compositional Feature Field for Editable Scene Rendering With Network-Inferred Labels via Metric Learning,CVPR,2023,"Xinhua Cheng, Yanmin Wu, Mengxi Jia, Qian Wang, Jian Zhang","Despite neural implicit representations demonstrating impressive high-quality view synthesis capacity, decomposing such representations into objects for instance-level editing is still challenging. Recent works learn object-compositional representations supervised by ground truth instance annotations and produce promising scene editing results. However, ground truth annotations are manually labeled and expensive in practice, which limits their usage in real-world scenes. In this work, we attempt to learn an object-compositional neural implicit representation for editable scene rendering by leveraging labels inferred from the off-the-shelf 2D panoptic segmentation networks instead of the ground truth annotations. We propose a novel framework named Panoptic Compositional Feature Field (PCFF), which introduces an instance quadruplet metric learning to build a discriminating panoptic feature space for reliable scene editing. In addition, we propose semantic-related strategies to further exploit the correlations between semantic and appearance attributes for achieving better rendering results. Experiments on multiple scene datasets including ScanNet, Replica, and ToyDesk demonstrate that our proposed method achieves superior performance for novel view synthesis and produces convincing real-world scene editing results. The code will be available.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Cheng_Panoptic_Compositional_Feature_Field_for_Editable_Scene_Rendering_With_Network-Inferred_CVPR_2023_paper.pdf,,3,本文提出了一种名为 Panoptic Compositional Feature Field (PCFF) 的新框架，通过利用来自现成 2D 全景分割网络的标签来学习可编辑场景渲染的对象组合神经隐式表示。该框架引入了实例四元组度量学习，以构建一个可靠的全景特征空间，以实现可靠的场景编辑。此外，我们提出了语义相关策略，以进一步利用语义和外观属性之间的相关性，以实现更好的渲染结果。在包括 ScanNet、Replica 和 ToyDesk 在内的多个场景数据集上的实验表明，我们提出的方法在新视角合成方面具有卓越的性能，并产生了令人信服的真实世界场景编辑结果。代码将会公开。
32,Tree Instance Segmentation With Temporal Contour Graph,CVPR,2023,"Adnan Firoze, Cameron Wingren, Raymond A. Yeh, Bedrich Benes, Daniel Aliaga","We present a novel approach to perform instance segmentation, and counting, for densely packed self-similar trees using a top-view RGB image sequence. We propose a solution that leverages pixel content, shape, and self-occlusion. First, we perform an initial over-segmentation of the image sequence and aggregate structural characteristics into a contour graph with temporal information incorporated. Second, using a graph convolutional network and its inherent local messaging passing abilities, we merge adjacent tree crown patches into a final set of tree crowns. Per various studies and comparisons, our method is superior to all prior methods and results in high-accuracy instance segmentation and counting, despite the trees being tightly packed. Finally, we provide various forest image sequence datasets suitable for subsequent benchmarking and evaluation captured at different altitudes and leaf conditions.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Firoze_Tree_Instance_Segmentation_With_Temporal_Contour_Graph_CVPR_2023_paper.pdf,,3,本文提出了一种新颖的方法，利用顶视 RGB 图像序列对密集自相似树进行实例分割和计数。我们提出了一种解决方案，利用像素内容、形状和自遮挡。首先，我们对图像序列进行初始过分割，并将结构特征聚合到带有时间信息的轮廓图中。其次，利用图卷积网络及其固有的局部消息传递能力，将相邻的树冠补丁合并成最终的树冠集合。根据各种研究和比较，我们的方法优于所有先前的方法，并在树木紧密排列的情况下实现了高精度的实例分割和计数。最后，我们提供了适用于后续基准测试和评估的各种森林图像序列数据集，这些数据集在不同的高度和叶片条件下捕获。
46,A General Regret Bound of Preconditioned Gradient Method for DNN Training,CVPR,2023,"Hongwei Yong, Ying Sun, Lei Zhang","While adaptive learning rate methods, such as Adam, have achieved remarkable improvement in optimizing Deep Neural Networks (DNNs), they consider only the diagonal elements of the full preconditioned matrix. Though the full-matrix preconditioned gradient methods theoretically have a lower regret bound, they are impractical for use to train DNNs because of the high complexity. In this paper, we present a general regret bound with a constrained full-matrix preconditioned gradient and show that the updating formula of the preconditioner can be derived by solving a cone-constrained optimization problem. With the block-diagonal and Kronecker-factorized constraints, a specific guide function can be obtained. By minimizing the upper bound of the guide function, we develop a new DNN optimizer, termed AdaBK. A series of techniques, including statistics updating, dampening, efficient matrix inverse root computation, and gradient amplitude preservation, are developed to make AdaBK effective and efficient to implement. The proposed AdaBK can be readily embedded into many existing DNN optimizers, e.g., SGDM and AdamW, and the corresponding SGDM_BK and AdamW_BK algorithms demonstrate significant improvements over existing DNN optimizers on benchmark vision tasks, including image classification, object detection and segmentation. The source code will be made publicly available.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Yong_A_General_Regret_Bound_of_Preconditioned_Gradient_Method_for_DNN_CVPR_2023_paper.pdf,,3,本文介绍了一种新的深度神经网络优化器AdaBK，它通过解决锥约束优化问题得到了预处理器的更新公式，并通过最小化指导函数的上界来实现优化。AdaBK采用了一系列技术，包括统计更新、阻尼、高效矩阵逆根计算和梯度幅度保持等，使其在实现时既有效又高效。AdaBK可以轻松地嵌入到许多现有的深度神经网络优化器中，例如SGDM和AdamW，相应的SGDM_BK和AdamW_BK算法在基准视觉任务中，包括图像分类、目标检测和分割等方面，都表现出了显著的改进。源代码将公开发布。
48,Implicit Occupancy Flow Fields for Perception and Prediction in Self-Driving,CVPR,2023,"Ben Agro, Quinlan Sykora, Sergio Casas, Raquel Urtasun","A self-driving vehicle (SDV) must be able to perceive its surroundings and predict the future behavior of other traffic participants. Existing works either perform object detection followed by trajectory forecasting of the detected objects, or predict dense occupancy and flow grids for the whole scene. The former poses a safety concern as the number of detections needs to be kept low for efficiency reasons, sacrificing object recall. The latter is computationally expensive due to the high-dimensionality of the output grid, and suffers from the limited receptive field inherent to fully convolutional networks. Furthermore, both approaches employ many computational resources predicting areas or objects that might never be queried by the motion planner. This motivates our unified approach to perception and future prediction that implicitly represents occupancy and flow over time with a single neural network. Our method avoids unnecessary computation, as it can be directly queried by the motion planner at continuous spatio-temporal locations. Moreover, we design an architecture that overcomes the limited receptive field of previous explicit occupancy prediction methods by adding an efficient yet effective global attention mechanism. Through extensive experiments in both urban and highway settings, we demonstrate that our implicit model outperforms the current state-of-the-art. For more information, visit the project website: https://waabi.ai/research/implicito.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Agro_Implicit_Occupancy_Flow_Fields_for_Perception_and_Prediction_in_Self-Driving_CVPR_2023_paper.pdf,,3,自动驾驶车辆必须能够感知周围环境并预测其他交通参与者的未来行为。现有的方法要么执行对象检测，然后预测检测到的对象的轨迹，要么为整个场景预测密集的占用和流格。前者存在安全问题，因为为了效率原因，需要保持检测数量较少，从而牺牲对象召回率。后者由于输出格的高维度和完全卷积网络固有的有限接受域而计算成本高。此外，这两种方法都使用许多计算资源来预测可能永远不会被运动规划器查询的区域或对象。这激发了我们对感知和未来预测的统一方法，该方法使用单个神经网络隐式表示随时间的占用和流。我们的方法避免了不必要的计算，因为它可以直接在连续的时空位置上被运动规划器查询。此外，我们设计了一种
51,The Differentiable Lens: Compound Lens Search Over Glass Surfaces and Materials for Object Detection,CVPR,2023,"Geoffroi Côté, Fahim Mannan, Simon Thibault, Jean-François Lalonde, Felix Heide","Most camera lens systems are designed in isolation, separately from downstream computer vision methods. Recently, joint optimization approaches that design lenses alongside other components of the image acquisition and processing pipeline--notably, downstream neural networks--have achieved improved imaging quality or better performance on vision tasks. However, these existing methods optimize only a subset of lens parameters and cannot optimize glass materials given their categorical nature. In this work, we develop a differentiable spherical lens simulation model that accurately captures geometrical aberrations. We propose an optimization strategy to address the challenges of lens design--notorious for non-convex loss function landscapes and many manufacturing constraints--that are exacerbated in joint optimization tasks. Specifically, we introduce quantized continuous glass variables to facilitate the optimization and selection of glass materials in an end-to-end design context, and couple this with carefully designed constraints to support manufacturability. In automotive object detection, we report improved detection performance over existing designs even when simplifying designs to two- or three-element lenses, despite significantly degrading the image quality.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Cote_The_Differentiable_Lens_Compound_Lens_Search_Over_Glass_Surfaces_and_CVPR_2023_paper.pdf,,3,本文介绍了一种新的可微分球形镜头模拟模型，该模型能够准确地捕捉几何畸变。作者提出了一种优化策略，以解决镜头设计中的挑战，包括非凸损失函数景观和许多制造约束，这些挑战在联合优化任务中更加严峻。作者引入了量化连续玻璃变量，以促进在端到端设计环境中优化和选择玻璃材料，并结合精心设计的约束来支持可制造性。在汽车目标检测中，即使将设计简化为两个或三个元素的镜头，也能报告比现有设计更好的检测性能，尽管图像质量显著降低。
53,Camouflaged Object Detection With Feature Decomposition and Edge Reconstruction,CVPR,2023,"Chunming He, Kai Li, Yachao Zhang, Longxiang Tang, Yulun Zhang, Zhenhua Guo, Xiu Li","Camouflaged object detection (COD) aims to address the tough issue of identifying camouflaged objects visually blended into the surrounding backgrounds. COD is a challenging task due to the intrinsic similarity of camouflaged objects with the background, as well as their ambiguous boundaries. Existing approaches to this problem have developed various techniques to mimic the human visual system. Albeit effective in many cases, these methods still struggle when camouflaged objects are so deceptive to the vision system. In this paper, we propose the FEature Decomposition and Edge Reconstruction (FEDER) model for COD. The FEDER model addresses the intrinsic similarity of foreground and background by decomposing the features into different frequency bands using learnable wavelets. It then focuses on the most informative bands to mine subtle cues that differentiate foreground and background. To achieve this, a frequency attention module and a guidance-based feature aggregation module are developed. To combat the ambiguous boundary problem, we propose to learn an auxiliary edge reconstruction task alongside the COD task. We design an ordinary differential equation-inspired edge reconstruction module that generates exact edges. By learning the auxiliary task in conjunction with the COD task, the FEDER model can generate precise prediction maps with accurate object boundaries. Experiments show that our FEDER model significantly outperforms state-of-the-art methods with cheaper computational and memory costs.",,https://openaccess.thecvf.com/content/CVPR2023/papers/He_Camouflaged_Object_Detection_With_Feature_Decomposition_and_Edge_Reconstruction_CVPR_2023_paper.pdf,,3,本文提出了一种名为FEature Decomposition and Edge Reconstruction (FEDER)的模型，用于解决伪装目标检测（COD）中的难题。COD是一项具有挑战性的任务，因为伪装目标与背景具有内在的相似性，以及它们的边界模糊不清。现有的方法已经开发出了各种技术来模拟人类视觉系统，但是当伪装目标对视觉系统具有欺骗性时，这些方法仍然存在困难。FEDER模型通过使用可学习的小波将特征分解成不同的频带，从而解决了前景和背景的内在相似性问题。然后，它专注于最具信息量的频带，以挖掘区分前景和背景的微妙线索。为了解决模糊的边界问题，我们提出了学习辅助边缘重建任务。通过学习COD任务和辅助任务，FEDER模型
62,Independent Component Alignment for Multi-Task Learning,CVPR,2023,"Dmitry Senushkin, Nikolay Patakin, Arseny Kuznetsov, Anton Konushin","In a multi-task learning (MTL) setting, a single model is trained to tackle a diverse set of tasks jointly. Despite rapid progress in the field, MTL remains challenging due to optimization issues such as conflicting and dominating gradients. In this work, we propose using a condition number of a linear system of gradients as a stability criterion of an MTL optimization. We theoretically demonstrate that a condition number reflects the aforementioned optimization issues. Accordingly, we present Aligned-MTL, a novel MTL optimization approach based on the proposed criterion, that eliminates instability in the training process by aligning the orthogonal components of the linear system of gradients. While many recent MTL approaches guarantee convergence to a minimum, task trade-offs cannot be specified in advance. In contrast, Aligned-MTL provably converges to an optimal point with pre-defined task-specific weights, which provides more control over the optimization result. Through experiments, we show that the proposed approach consistently improves performance on a diverse set of MTL benchmarks, including semantic and instance segmentation, depth estimation, surface normal estimation, and reinforcement learning.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Senushkin_Independent_Component_Alignment_for_Multi-Task_Learning_CVPR_2023_paper.pdf,,3,本文提出了一种基于梯度线性系统条件数的多任务学习（MTL）优化稳定性准则。该准则可以消除训练过程中的不稳定性，并通过对梯度线性系统的正交分量进行对齐来实现。与许多最近的MTL方法不同，Aligned-MTL可以预先指定任务权重并收敛到最优点，从而提供更多的优化结果控制。实验结果表明，该方法在语义和实例分割、深度估计、表面法线估计和强化学习等多个MTL基准测试中均能提高性能。
65,SpaText: Spatio-Textual Representation for Controllable Image Generation,CVPR,2023,"Omri Avrahami, Thomas Hayes, Oran Gafni, Sonal Gupta, Yaniv Taigman, Devi Parikh, Dani Lischinski, Ohad Fried, Xi Yin","Recent text-to-image diffusion models are able to generate convincing results of unprecedented quality. However, it is nearly impossible to control the shapes of different regions/objects or their layout in a fine-grained fashion. Previous attempts to provide such controls were hindered by their reliance on a fixed set of labels. To this end, we present SpaText --- a new method for text-to-image generation using open-vocabulary scene control. In addition to a global text prompt that describes the entire scene, the user provides a segmentation map where each region of interest is annotated by a free-form natural language description. Due to lack of large-scale datasets that have a detailed textual description for each region in the image, we choose to leverage the current large-scale text-to-image datasets and base our approach on a novel CLIP-based spatio-textual representation, and show its effectiveness on two state-of-the-art diffusion models: pixel-based and latent-based. In addition, we show how to extend the classifier-free guidance method in diffusion models to the multi-conditional case and present an alternative accelerated inference algorithm. Finally, we offer several automatic evaluation metrics and use them, in addition to FID scores and a user study, to evaluate our method and show that it achieves state-of-the-art results on image generation with free-form textual scene control.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Avrahami_SpaText_Spatio-Textual_Representation_for_Controllable_Image_Generation_CVPR_2023_paper.pdf,,3,该文介绍了一种新的文本到图像生成方法，名为SpaText。与以往的方法不同，该方法使用开放词汇场景控制，用户提供一个描述整个场景的全局文本提示和一个分割地图，其中每个感兴趣区域都有一个自由形式的自然语言描述。该方法基于一个新颖的CLIP-based空间-文本表示，并在两种最先进的扩散模型：基于像素和基于潜在因素的模型上展示了其有效性。此外，该文还展示了如何将扩散模型中的无分类器指导方法扩展到多条件情况，并提出了一种替代的加速推理算法。最后，该文提供了几个自动评估指标，并使用它们以及FID分数和用户研究来评估该方法，并展示了它在具有自由形式文本场景控制的图像生成方面的最新成果。
